,name,alt_name,ra,dec,vmag,class,bv_color,ri_code,ri_color,spect_code,ub_color,spectral_type
4592,HR5209,,207.835,-24.3908,6.45,STAR G5V,0.69,,,,0.27,G
4593,HR521,,27.1621,37.9528,5.94,STAR K0III,0.97,,,,0.71,K
4594,HR5210,3    Cen,207.9567,-32.9944,4.56,STAR B5III,-0.13,,-0.13,,-0.6,B
4595,HR5211,3    Cen,207.9588,-32.9947,6.06,STAR B8V,-0.04,,,,-0.15,B
4596,HR5212,,208.0038,-31.6194,6.12,STAR F7V,0.48,,,,,F
4597,HR5213,,207.4396,61.4892,5.96,STAR G3V,0.96,,,,0.64,G
4598,HR5214,,207.7688,34.7725,6.65,STAR A5IV,0.12,,0.01,,0.07,A
4599,HR5215,,207.7883,34.6644,5.87,STAR M2III,1.62,,,,1.96,M
4600,HR5216,,207.6154,58.5394,6.46,STAR A3V,0.09,,,,0.08,A
4601,HR5217,,208.4296,-53.3736,5.89,STAR B5III,0.01,,0.0,,-0.41,B
4602,HR5218,,208.7038,-67.6525,5.71,STAR K2III,1.49,,,,1.67,K
4603,HR5219,,207.9479,34.4442,4.74,STAR K5III,1.66,,1.28,,1.96,M
4604,HR522,4    Ari,27.0454,16.9556,5.84,STAR B9V,-0.03,,,,-0.12,B
4605,HR5220,,208.0767,12.1653,6.04,STAR A1V,0.04,,,,0.01,A
4606,HR5221,4    Cen,208.3021,-31.9278,4.73,STAR B4IV,-0.14,,-0.08,,-0.54,B
4607,HR5222,,208.3867,-35.6642,5.54,STAR F4V,0.44,,,,-0.01,F
4608,HR5223,,208.4871,-47.1281,6.1,STAR B2III,-0.07,,-0.1,v,-0.92,B
4609,HR5224,,208.4675,-35.3144,6.19,STAR K1IV,1.02,,,,0.86,K
4610,HR5225,7    Boo,208.3038,17.9328,5.7,STAR G5III,0.84,,,,,G
4611,HR5226,10    Dra,207.8579,64.7233,4.65,STAR M3III,1.58,,1.36,,1.89,M
4612,HR5227,,207.7467,68.3153,6.4,STAR K2IV,1.17,,0.6,,,K
4613,HR5228,,208.5692,-28.5697,6.04,STAR K2III,1.13,,,,,K
4614,HR5229,,208.2929,28.6481,5.9,STAR A7V,0.2,,,,0.14,A
4615,HR523,,27.1733,32.6903,5.79,STAR F8V,0.55,,,,-0.01,F
4616,HR5230,,208.8008,-52.1611,5.71,STAR B9V,-0.08,,,,-0.3,B
4617,HR5231,Zet Cen,208.885,-47.2883,2.55,STAR B2IV,-0.22,,-0.2,,-0.92,B
4618,HR5232,90    Vir,208.6754,-1.5031,5.15,STAR K2III,1.08,,0.52,,1.08,K
4619,HR5233,,208.7425,-8.0589,6.19,STAR F8V,0.53,,,,0.01,F
4620,HR5234,,209.0825,-54.1319,6.14,STAR A1V,0.07,,,,0.03,A
4621,HR5235,8Eta Boo,208.6712,18.3978,2.68,STAR G0IV,0.58,,0.29,,0.2,G
4622,HR5236,,209.1375,-54.7044,6.0,STAR G6IV,0.78,,,,,G
4623,HR5237,,208.9354,-31.285,6.51,STAR G8III,0.9,,,,,G
4624,HR5238,86    UMa,208.4625,53.7286,5.7,STAR A0V,-0.05,,,,-0.07,A
4625,HR5239,,209.0813,-46.5925,5.83,STAR K1III,1.14,,,,1.11,K
4626,HR524,,26.82,-41.76,6.18,STAR K5III,1.54,,,,1.91,K
4627,HR5240,,210.1367,-78.59,6.09,STAR B9III,0.03,,,,-0.17,B
4628,HR5241,,209.4121,-63.6867,4.71,STAR K1III,1.11,E,0.4,,1.04,K
4629,HR5242,,209.63,-65.8006,6.2,STAR K0III,1.05,,,,0.81,K
4630,HR5243,,208.9583,14.0564,6.16,STAR F6V,0.5,,,,-0.08,F
4631,HR5244,92    Vir,209.1163,1.0506,5.91,STAR A8V,0.2,,,,0.14,A
4632,HR5245,,209.0437,32.0325,6.32,STAR F4IV,0.37,,,,0.06,F
4633,HR5246,,209.3654,-23.0228,6.14,STAR K0,1.43,,,,,K
4634,HR5247,9    Boo,209.1425,27.4919,5.01,STAR K3III,1.42,,0.75,v,1.72,K
4635,HR5248,Phi Cen,209.5679,-42.1008,3.83,STAR B2IV,-0.21,,-0.22,,-0.83,B
4636,HR5249,Ups1Cen,209.67,-44.8036,3.87,STAR B2IV,-0.2,,-0.21,,-0.8,B
4637,HR525,,24.3667,-84.7697,5.69,STAR G8III,0.94,,,,0.66,G
4638,HR5250,47    Hya,209.6296,-24.9722,5.15,STAR B8V,-0.1,,,,-0.4,B
4639,HR5251,,209.8221,-50.37,5.91,STAR G8III,0.96,,,,,G
4640,HR5252,,210.0721,-61.4814,6.49,STAR F1III,0.33,,,,-0.04,F
4641,HR5253,,210.2175,-66.2686,5.97,STAR F2III,0.35,,,,0.07,F
4642,HR5254,,209.6662,14.6494,6.0,STAR K5III,1.44,,,,1.71,K
4643,HR5255,10    Boo,209.6621,21.6961,5.76,STAR A0V,-0.03,,,,0.02,A
4644,HR5256,,209.3837,61.4928,6.37,STAR K3V,,,,,,K
4645,HR5257,48    Hya,210.0004,-25.0103,5.77,STAR F7V,0.48,,,,,F
4646,HR5258,,209.9554,-3.5497,6.4,STAR F8V,0.49,,,,0.06,F
4647,HR5259,,210.3292,-40.2222,6.13,STAR K1III,1.25,,,,1.29,K
4648,HR526,,27.3154,47.8969,5.82,STAR A3V,0.29,,,,0.07,A
4649,HR5260,Ups2Cen,210.4308,-45.6036,4.34,STAR F6II,0.6,,0.33,,0.27,F
4650,HR5261,The Aps,211.3325,-76.7967,5.5,STAR M6III,1.55,,1.77,,1.05,M
4651,HR5262,,210.335,8.8947,5.99,STAR A2V,0.09,,,,0.1,A
4652,HR5263,11    Boo,210.2937,27.3867,6.23,STAR A7III,0.17,,,,,A
4653,HR5264,93Tau Vir,210.4117,1.5444,4.26,STAR A3V,0.1,,0.06,,0.12,A
4654,HR5265,,210.595,-27.43,5.48,STAR K3III,1.34,,,,1.44,K
4655,HR5266,,210.8592,-56.2136,5.92,STAR K2III,1.22,,,,1.18,K
4656,HR5267,Bet Cen,210.9558,-60.3731,0.61,STAR B1III,-0.23,,,v,-0.98,B
4657,HR5268,,210.7571,-31.6839,6.18,STAR F8V,0.48,,,,,F
4658,HR5269,,210.8646,-41.4233,6.11,STAR A0,-0.11,,-0.11,,-0.39,A
4659,HR527,,27.1083,3.6856,5.91,STAR G9III,0.97,,,,0.74,K
4660,HR5270,,210.6325,9.6864,6.2,STAR F8IV,0.9,,0.58,,0.38,G
4661,HR5271,,210.5508,45.7536,6.27,STAR K2III,1.32,,,,1.45,K
4662,HR5272,,210.9713,-22.4217,6.3,STAR F5III,0.45,,,,,F
4663,HR5273,,210.8846,10.7867,6.3,STAR G8V,0.74,,0.4,,0.29,G
4664,HR5274,,210.9033,7.5464,6.26,STAR G9III,0.94,,,,0.7,G
4665,HR5275,,210.9825,4.9008,6.24,STAR F4V,0.39,,,,-0.02,F
4666,HR5276,,211.0608,-5.3814,6.39,STAR K0,1.32,,,,1.58,K
4667,HR5277,,211.1125,-14.9717,6.28,STAR G6III,1.08,,,,0.95,K
4668,HR5278,,211.4438,-54.6694,6.17,STAR A5III,0.23,,,,,A
4669,HR5279,,212.1129,-74.8503,6.02,STAR G2IV,0.58,,,,0.06,F
4670,HR528,,26.9492,-37.1597,6.32,STAR K0III,1.02,,,,,K
4671,HR5280,,210.7487,50.9719,6.15,STAR A2V,0.01,,,,,A
4672,HR5281,,211.6046,-59.7156,6.42,STAR B0I,0.12,,,,-0.8,B
4673,HR5282,,210.4608,68.6786,6.34,STAR K5,1.4,,,,,K
4674,HR5283,,211.1562,2.2975,6.28,STAR K0,1.02,,,,0.87,K
4675,HR5284,,211.3083,-16.3358,6.56,STAR A4V,0.1,,,,,A
4676,HR5285,Chi Cen,211.5117,-41.1797,4.36,STAR B2V,-0.19,,-0.22,,-0.77,B
4677,HR5286,,211.5454,-43.0919,6.2,STAR G8III,0.98,,,,,G
4678,HR5287,49Pi  Hya,211.5929,-26.6825,3.27,STAR K2III,1.12,,0.55,,1.04,K
4679,HR5288,5The Cen,211.6708,-36.37,2.06,STAR K0III,1.01,,0.53,,0.87,K
4680,HR5289,,212.0596,-63.2081,6.4,STAR G8III,1.02,,,,,G
4681,HR529,,27.7379,51.9333,5.9,STAR F5IV,0.43,,,,0.02,F
4682,HR5290,95    Vir,211.6783,-9.3133,5.46,STAR F2IV,0.34,,,,0.08,F
4683,HR5291,11Alp Dra,211.0971,64.3758,3.65,STAR A0III,-0.05,,-0.07,,-0.08,A
4684,HR5292,,212.2346,-59.2767,6.34,STAR B5IV,0.05,,,,-0.51,B
4685,HR5293,,212.6288,-70.3056,6.05,STAR K4II,1.74,,,,1.84,K
4686,HR5294,,212.2162,-43.4711,6.17,STAR B9V,-0.06,,,,,B
4687,HR5295,,212.7579,-69.7197,6.06,STAR A6IV,0.18,,,,0.15,A
4688,HR5296,,212.3958,-51.5047,6.0,STAR B9IV,-0.06,,,,-0.27,B
4689,HR5297,,212.4783,-53.4392,4.75,STAR G9III,0.94,E,0.32,,0.72,G
4690,HR5298,96    Vir,212.2525,-10.3344,6.47,STAR G8III,1.0,,,,0.73,K
4691,HR5299,,211.9825,43.8544,5.27,STAR M4III,1.59,,1.66,,1.66,M
4692,HR53,,3.7942,27.2831,6.35,STAR A1V,-0.02,,,,0.02,A
4693,HR530,1    Ari,27.5354,22.2753,5.86,STAR K1III,0.74,,0.49,,0.5,G
4694,HR5300,13    Boo,212.0721,49.4581,5.25,STAR M1III,1.65,,1.12,,1.92,M
4695,HR5301,,212.7104,-16.3019,4.91,STAR M2III,1.72,E,0.85,,2.13,M
4696,HR5302,,212.1917,59.3378,6.46,STAR K0III,1.02,,0.52,,0.82,K
4697,HR5303,Eta Aps,214.5575,-81.0078,4.91,STAR A2,0.25,,,,0.11,A
4698,HR5304,12    Boo,212.5996,25.0917,4.83,STAR F9IV,0.54,,0.29,,0.07,F
4699,HR5305,3    UMi,211.735,74.5936,6.45,STAR A7V,0.14,,,,0.12,A
4700,HR5306,,214.2287,-77.6639,6.47,STAR K2II,1.42,,,,1.42,K
4701,HR5307,,212.88,1.3622,6.43,STAR F7V,0.48,,,,0.04,F
4702,HR5308,,213.3183,-53.6658,5.56,STAR K5III,1.44,,,,,K
4703,HR5309,,213.1021,-24.3642,6.34,STAR K0,1.35,,,,,K
4704,HR531,53Chi Cet,27.3962,-10.6864,4.67,STAR F3III,0.33,,0.16,,0.03,F
4705,HR5310,,212.8129,32.2956,6.11,STAR K4III,1.26,,,,1.43,K
4706,HR5311,,213.4162,-54.6258,6.11,STAR B5V,0.05,,,,-0.38,B
4707,HR5312,50    Hya,213.1917,-27.2611,5.08,STAR K3III,1.16,,,,1.13,K
4708,HR5313,,213.0658,2.4094,5.01,STAR A0V,-0.12,,-0.13,v,-0.42,A
4709,HR5314,,213.305,-26.6122,6.24,STAR K0III,1.08,,,,,K
4710,HR5315,98Kap Vir,213.2242,-10.2736,4.19,STAR K2III,1.33,,0.75,,1.47,K
4711,HR5316,,213.7375,-57.0858,5.07,STAR B4V,-0.08,,0.04,v,-0.63,B
4712,HR5317,,213.42,-0.8456,5.91,STAR F7V,0.47,,,,0.03,F
4713,HR5318,,213.6775,-41.8375,5.61,STAR G8III,0.93,,,,0.58,G
4714,HR5319,,213.8383,-53.5097,6.39,STAR K3III,1.57,,,,,K
4715,HR532,,27.3312,-31.0728,6.34,STAR K2III,1.22,,,,,K
4716,HR5320,,214.1608,-66.5878,5.75,STAR B1III,-0.06,,,,-0.87,B
4717,HR5321,4    UMi,212.2121,77.5475,4.82,STAR K3III,1.36,E,0.52,,1.39,K
4718,HR5322,,213.5887,-5.9475,6.36,STAR F9V,0.6,,,,0.16,F
4719,HR5323,14    Boo,213.5217,12.9594,5.54,STAR F6IV,0.54,,,,0.09,F
4720,HR5324,,213.7554,-29.2819,6.08,STAR A1V,,,,,,A
4721,HR5325,,213.9117,-45.0008,6.31,STAR F9V,0.6,,,,,G
4722,HR5326,,214.1425,-59.9139,6.39,STAR M5II,2.04,,1.73,v,1.24,M
4723,HR5327,,216.0971,-82.8486,6.42,STAR B8V,0.02,,,,-0.33,B
4724,HR5328,17Kap1Boo,213.3654,51.7878,6.69,STAR F1V,0.39,,,,-0.04,F
4725,HR5329,17Kap2Boo,213.3708,51.7903,4.54,STAR A8IV,0.2,,0.12,,0.14,A
4726,HR533,1    Per,27.9971,55.1475,5.52,STAR B1V,-0.18,,,,-0.83,B
4727,HR5330,15    Boo,213.7117,10.1006,5.29,STAR K1III,1.0,,0.5,,0.77,K
4728,HR5331,,213.7208,3.3361,6.45,STAR M4III,1.6,E,1.05,,1.72,M
4729,HR5332,,213.8504,-18.2008,5.43,STAR A1V,-0.03,,,,-0.08,A
4730,HR5333,,213.6708,21.8733,6.39,STAR A7V,0.18,,,,0.09,A
4731,HR5334,,213.0167,69.4325,5.24,STAR M2III,1.58,,,,1.84,M
4732,HR5335,,213.5979,41.5189,6.24,STAR,1.04,,,,,K
4733,HR5336,Eps Aps,215.5946,-80.1089,5.06,STAR B4V,-0.1,,,,-0.57,B
4734,HR5337,,214.0762,-33.2414,6.55,STAR F0V,0.3,,,,,F
4735,HR5338,99Iot Vir,214.0038,-6.0006,4.08,STAR F6III,0.52,,0.27,,0.04,F
4736,HR5339,Del Oct,216.7287,-83.6678,4.32,STAR K2III,1.31,E,0.49,,1.45,K
4737,HR534,,27.7167,11.0433,5.94,STAR F2V,0.3,,0.17,,-0.03,F
4738,HR5340,16Alp Boo,213.9154,19.1825,-0.04,STAR K1III,1.23,,0.65,v,1.27,K
4739,HR5341,,214.0896,-6.6219,6.44,STAR A9III,0.28,,,,0.09,A
4740,HR5342,,214.1254,-3.1964,6.15,STAR A1V,-0.01,,,,-0.01,A
4741,HR5343,,214.0175,18.9119,5.98,STAR A8III,0.26,,0.12,,0.05,A
4742,HR5344,,214.2658,-18.5853,6.22,STAR G5,0.98,,,,,K
4743,HR5345,,213.8204,52.5358,6.58,STAR A4V,0.1,,,,0.09,A
4744,HR5346,,214.1367,20.1214,6.25,STAR F8V,0.49,,,,,F
4745,HR5347,,214.1008,39.7447,6.38,STAR F2IV,0.36,,,,-0.07,F
4746,HR5348,,214.5992,-33.2206,6.54,STAR F0V,0.27,,,,,A
4747,HR5349,,214.9646,-61.2731,5.23,STAR A0,0.29,,0.11,,0.16,A
4748,HR535,,27.4533,-38.4039,6.37,STAR F8V,0.52,,,,,F
4749,HR5350,21Iot Boo,214.0412,51.3672,4.75,STAR A9V,0.2,,0.09,,0.06,A
4750,HR5351,19Lam Boo,214.0958,46.0883,4.18,STAR A0,0.08,,0.03,,0.05,A
4751,HR5352,,214.3683,15.2633,5.8,STAR M3III,1.71,E,0.87,,2.07,M
4752,HR5353,,214.5025,-7.5425,6.47,STAR G5IV,0.73,,,,0.35,G
4753,HR5354,Iot Lup,214.8508,-46.0578,3.55,STAR B2IV,-0.18,,-0.14,,-0.72,B
4754,HR5355,,214.6596,-18.7161,5.9,STAR A0,0.0,,,v,-0.04,A
4755,HR5356,,214.7533,-25.8156,5.87,STAR F5V,0.5,,,,-0.09,F
4756,HR5357,,214.8496,-37.0036,5.94,STAR A2V,0.08,,,,0.04,A
4757,HR5358,,215.0813,-56.3867,4.33,STAR B6I,0.12,,,,-0.43,B
4758,HR5359,100Lam Vir,214.7775,-13.3711,4.52,STAR A2,0.13,,0.06,,0.12,A
4759,HR536,2    Per,28.0392,50.7928,5.79,STAR B9III,-0.07,,,,-0.3,B
4760,HR5360,,214.3379,51.3072,6.2,STAR A2IV,0.04,,,,,A
4761,HR5361,,214.4992,35.5094,4.81,STAR K0III,1.06,,0.53,,0.92,K
4762,HR5362,,215.0404,-43.0589,5.56,STAR G8III,0.92,,,,0.6,G
4763,HR5363,,214.455,48.0017,6.32,STAR F5,0.44,,,,,F
4764,HR5364,,215.1771,-45.1872,4.77,STAR F0IV,0.31,,,,0.06,F
4765,HR5365,18    Boo,214.8179,13.0042,5.41,STAR F5IV,0.38,,0.19,,-0.03,F
4766,HR5366,102Ups Vir,214.8854,-2.2656,5.14,STAR G9III,1.02,,0.51,,0.85,G
4767,HR5367,Psi Cen,215.1392,-37.8853,4.05,STAR A0IV,-0.03,,-0.02,,-0.11,A
4768,HR5368,,214.9204,0.3842,6.19,STAR A7V,0.2,,,,0.09,A
4769,HR5369,,214.7321,38.7675,6.86,STAR G9IV,1.06,,,,0.89,G
4770,HR537,,27.5842,-47.8164,6.14,STAR K1IV,1.01,E,0.34,,0.88,K
4771,HR5370,20    Boo,214.9383,16.3069,4.86,STAR K3III,1.23,,0.6,,1.4,K
4772,HR5371,,215.6542,-58.4594,4.92,STAR G8III,0.86,,,,0.48,G
4773,HR5372,,214.7325,54.8642,6.53,STAR A5V,,,,,,A
4774,HR5373,,214.9487,38.7939,6.33,STAR A2V,0.05,,-0.03,,0.05,A
4775,HR5374,,215.0363,30.4292,6.44,STAR A5III,0.15,,0.05,,0.1,A
4776,HR5375,,215.6613,-48.3203,6.09,STAR B1III,-0.13,,,,-0.91,B
4777,HR5376,,215.5821,-34.7869,5.56,STAR B8V,-0.09,,,,,B
4778,HR5377,,215.8346,-50.7722,6.02,STAR K2III,1.36,,,,,K
4779,HR5378,,215.7592,-39.5122,4.42,STAR B7III,-0.18,,-0.17,v,-0.75,B
4780,HR5379,,216.2762,-68.1953,5.61,STAR A3I,0.49,,,,0.01,A
4781,HR538,,28.2117,51.4747,6.26,STAR A3V,,,,,,A
4782,HR5380,,215.9517,-53.1767,6.0,STAR K1III,1.1,,,,,K
4783,HR5381,51    Hya,215.7742,-27.7539,4.77,STAR K4III,1.31,,0.67,,1.54,K
4784,HR5382,,216.4146,-66.1733,6.36,STAR A3V,0.13,,,,0.06,A
4785,HR5383,2    Lib,215.8567,-11.7142,6.21,STAR G7III,0.99,,,,,K
4786,HR5384,,215.8138,1.2417,6.27,STAR G1V,0.63,,0.32,,0.09,G
4787,HR5385,,215.8442,8.445,6.86,STAR F0V,0.43,,,,-0.01,F
4788,HR5386,,215.8446,8.4467,5.12,STAR A0V,-0.02,,,,-0.07,A
4789,HR5387,,215.7783,25.3381,6.22,STAR F5V,0.37,,,,-0.02,F
4790,HR5388,,216.0038,8.2436,5.95,STAR A3V,0.06,,,,0.08,A
4791,HR5389,,217.4033,-76.7292,6.07,STAR K0III,1.18,,,,1.11,K
4792,HR539,55Zet Cet,27.865,-10.335,3.73,STAR K0III,1.14,,0.55,,1.07,K
4793,HR5390,,216.2025,-24.8064,5.32,STAR G8III,0.96,,,,0.71,K
4794,HR5391,,216.7796,-65.8217,5.85,STAR K3III,1.5,,,,1.76,K
4795,HR5392,,216.0471,5.82,5.1,STAR A5V,0.12,,,,0.1,A
4796,HR5393,,216.1704,-11.6697,6.49,STAR F4III,0.42,,,,0.04,F
4797,HR5394,,216.0762,8.085,6.19,STAR K4III,1.2,,0.6,,1.29,K
4798,HR5395,Tau1Lup,216.5342,-45.2214,4.56,STAR B2IV,-0.15,,-0.11,,-0.79,B
4799,HR5396,Tau2Lup,216.545,-45.3794,4.35,STAR F4IV,0.43,,0.35,,0.19,F
4800,HR5397,,216.3742,-19.9697,6.61,STAR A2V,0.14,,,,0.11,A
4801,HR5398,,216.5558,-42.3192,6.32,STAR K2III,1.19,,,,,K
4802,HR5399,,216.4487,-26.8525,6.48,STAR G7IV,0.94,,,,,K
4803,HR54,,3.7425,-34.9044,6.17,STAR K3III,1.34,,,,,K
4804,HR540,,28.4521,55.5981,6.45,STAR A5,0.18,,0.07,,0.11,A
4805,HR5400,,216.7079,-39.8739,6.35,STAR B7IV,-0.08,,,,,B
4806,HR5401,,216.8008,-46.1344,5.83,STAR A1,0.31,,0.16,,0.16,A
4807,HR5402,,216.3717,38.3931,6.27,STAR,1.23,,,,1.26,K
4808,HR5403,,217.1812,-59.1978,6.45,STAR A0II,0.14,,,,0.13,A
4809,HR5404,23The Boo,216.2992,51.8508,4.05,STAR F7V,0.5,,0.25,,0.01,F
4810,HR5406,104    Vir,216.8517,-6.1203,6.17,STAR A2IV,0.09,,,,0.11,A
4811,HR5407,52    Hya,217.0433,-29.4917,4.97,STAR B8V,-0.07,,,,-0.41,B
4812,HR5408,,217.8188,-67.7172,5.83,STAR K1III,1.0,,,,0.78,K
4813,HR5409,105Phi Vir,217.0504,-2.2281,4.81,STAR G2IV,0.7,,0.37,,0.21,G
4814,HR541,,27.7271,-50.2061,5.94,STAR A1V,0.14,,,,,F
4815,HR5410,106    Vir,217.1738,-6.9006,5.42,STAR K5III,1.49,,,,1.76,K
4816,HR5411,,216.8638,41.025,6.63,STAR F1IV,0.37,,,,-0.05,F
4817,HR5412,,217.5358,-45.3217,5.5,STAR B8V,-0.08,C,-0.04,,-0.27,B
4818,HR5413,,217.5871,-49.5192,5.37,STAR A1V,0.05,,,,,A
4819,HR5414,,217.1313,28.2892,7.62,STAR A1V,-0.01,,,,0.0,A
4820,HR5415,,217.1387,28.2908,7.12,STAR A1V,-0.03,,,,-0.03,A
4821,HR5416,,217.0683,36.1969,6.1,STAR K0III,,,,,,K
4822,HR5417,,217.7354,-40.845,6.39,STAR K3III,1.44,,,,,K
4823,HR5418,,217.4604,0.8289,5.94,STAR A5IV,0.16,,,,0.11,A
4824,HR5419,,217.795,-38.8697,5.97,STAR K1III,1.06,,,,,K
4825,HR542,45Eps Cas,28.5987,63.67,3.38,STAR B3III,-0.15,,-0.12,,-0.6,B
4826,HR5420,24    Boo,217.1575,49.8447,5.59,STAR G3IV,0.85,,,,0.44,G
4827,HR5421,,218.1371,-56.8878,6.93,STAR F5I,0.91,,,,0.6,F
4828,HR5422,,217.4571,31.7911,6.06,STAR A0V,-0.03,,,,-0.09,A
4829,HR5423,,217.4033,41.7958,6.35,STAR G5V,0.7,,,,0.21,G
4830,HR5424,,217.6892,4.7722,6.02,STAR,1.42,,,,1.67,K
4831,HR5425,Sig Lup,218.1537,-50.4569,4.42,STAR B2III,-0.19,,,,-0.84,B
4832,HR5426,,218.385,-54.9983,5.87,STAR F6IV,0.48,,,,,F
4833,HR5427,,218.3746,-52.68,5.87,STAR K0III,1.09,,,,,K
4834,HR5428,,218.29,-30.7142,6.09,STAR K0III,1.03,,,,0.84,K
4835,HR5429,25Rho Boo,217.9575,30.3714,3.58,STAR K3III,1.3,,0.65,,1.44,K
4836,HR543,55    And,28.3221,40.7297,5.4,STAR,1.32,,,,1.41,K
4837,HR5430,5    UMi,216.8813,75.6961,4.25,STAR K4III,1.44,,0.75,,1.7,K
4838,HR5431,,218.5333,-42.0997,6.6,STAR A2IV,0.06,,,,,A
4839,HR5432,,218.8217,-60.0158,6.4,STAR K2III,1.26,,,,,K
4840,HR5433,,218.0842,26.6772,6.01,STAR A7V,0.22,,,,0.07,A
4841,HR5434,26    Boo,218.1354,22.26,5.92,STAR F2IV,0.35,,,,0.07,F
4842,HR5435,27Gam Boo,218.0196,38.3083,3.03,STAR A7III,0.19,,0.08,,0.12,A
4843,HR5436,,217.6921,63.1856,6.09,STAR F4IV,0.41,,,,-0.04,F
4844,HR5437,,217.9283,60.2256,6.27,STAR F0III,0.24,,,,0.14,F
4845,HR5438,,218.7112,-20.4392,6.5,STAR A4V,0.14,,,,,A
4846,HR5439,,218.8813,-41.5172,5.87,STAR B7V,-0.08,,,,,B
4847,HR544,2Alp Tri,28.2704,29.5789,3.41,STAR F6IV,0.49,,0.28,,0.06,F
4848,HR5440,Eta Cen,218.8767,-42.1578,2.31,STAR B1V,-0.19,,-0.2,v,-0.83,B
4849,HR5441,,218.3346,36.9594,6.43,STAR F8IV,,,,,,F
4850,HR5442,,218.1288,55.3978,5.76,STAR,1.5,,,,,K
4851,HR5443,,219.4429,-67.9322,6.04,STAR F7V,0.5,,,,-0.02,F
4852,HR5444,,219.0792,-46.2453,5.55,STAR K3III,1.48,C,0.72,,1.72,K
4853,HR5445,,218.5488,32.5344,6.33,STAR F5V,0.4,,,,-0.03,F
4854,HR5446,,219.1008,-39.5972,6.13,STAR K1III,1.05,,,,,K
4855,HR5447,28Sig Boo,218.67,29.745,4.46,STAR F2V,0.36,,0.19,,-0.08,F
4856,HR5448,,218.6604,36.6258,6.03,STAR,1.38,,,,,K
4857,HR5449,,219.1842,-40.2117,5.74,STAR B8,-0.12,,,,,B
4858,HR545,5Gam1Ari,28.3825,19.2958,4.83,STAR B9V,,,,v,,A
4859,HR5450,,219.3338,-46.1339,5.41,STAR G8III,1.01,C,0.48,,0.73,G
4860,HR5451,,218.5663,57.0653,6.48,STAR F6V,0.49,,,,-0.03,F
4861,HR5452,,218.665,49.3683,5.74,STAR M1III,1.56,E,0.72,,1.88,M
4862,HR5453,Rho Lup,219.4717,-49.4258,4.05,STAR B5V,-0.15,,-0.11,,-0.56,B
4863,HR5454,,219.0287,23.2503,6.38,STAR K0,1.06,,,,0.9,K
4864,HR5455,,219.2492,-12.3053,6.2,STAR F5V,0.46,,,,-0.03,F
4865,HR5456,,219.5817,-38.7942,6.02,STAR K3III,1.43,,,,,K
4866,HR5457,,219.7958,-46.5842,6.07,STAR F7V,0.51,C,0.28,,0.03,F
4867,HR5458,,219.8529,-49.0556,6.39,STAR F3IV,0.44,,,,0.01,F
4868,HR5459,Alp1Cen,219.8996,-60.8353,-0.01,STAR G2V,0.71,E,0.22,,0.24,G
4869,HR546,5Gam2Ari,28.3825,19.2936,4.75,STAR A1,-0.04,,-0.05,,-0.13,A
4870,HR5460,Alp2Cen,219.9004,-60.8356,1.33,STAR K1V,0.88,E,0.3,,0.68,K
4871,HR5461,,220.1367,-56.4408,6.3,STAR K0II,1.18,,,,,K
4872,HR5462,,219.5583,18.2983,5.91,STAR,1.1,,0.56,,0.99,K
4873,HR5463,Alp Cir,220.6267,-64.9753,3.19,STAR A0,0.24,,0.1,,0.12,A
4874,HR5464,,219.5521,43.6419,5.7,STAR K2III,1.48,,0.82,,1.68,K
4875,HR5465,,220.4821,-58.6161,6.22,STAR F4V,0.45,,,,,F
4876,HR5466,,220.2558,-36.135,5.67,STAR A0,-0.08,,,,-0.38,B
4877,HR5467,,219.5633,54.0233,5.85,STAR A1V,-0.01,,,,0.0,A
4878,HR5468,33    Boo,219.7092,44.4044,5.39,STAR A1V,0.0,,,,-0.04,A
4879,HR5469,Alp Lup,220.4825,-47.3883,2.3,STAR B1III,-0.2,,-0.17,,-0.89,B
4880,HR547,,28.2171,-16.9292,5.8,STAR F0III,0.27,,,,0.09,F
4881,HR5470,Alp Aps,221.965,-79.0447,3.83,STAR K3III,1.43,E,0.53,,1.68,K
4882,HR5471,,220.49,-37.7936,4.0,STAR B3V,-0.17,,-0.15,,-0.7,B
4883,HR5472,,220.0912,21.9756,6.1,STAR G0V,0.4,,,,0.02,G
4884,HR5473,,220.1767,13.5342,5.91,STAR F0V,0.21,,,,0.04,F
4885,HR5474,,220.4629,-30.9333,6.37,STAR A0,-0.09,,,,,B
4886,HR5475,29Pi 1Boo,220.1817,16.4183,4.94,STAR B9,-0.03,,-0.02,v,-0.31,B
4887,HR5476,29Pi 2Boo,220.1829,16.4178,5.88,STAR A6V,0.24,,,,0.1,A
4888,HR5479,,218.4096,79.6603,6.26,STAR K3III,1.3,,,,1.46,K
4889,HR548,46Ome Cas,29.0,68.6853,4.99,STAR B8III,-0.1,,,,-0.4,B
4890,HR5480,31    Boo,220.4117,8.1617,4.86,STAR G7III,1.0,,0.48,,0.76,G
4891,HR5481,32    Boo,220.4312,11.6606,5.56,STAR G8III,0.94,,0.48,,0.67,G
4892,HR5482,,221.3221,-62.8758,5.36,STAR A9V,0.29,,,,,A
4893,HR5483,,220.4758,21.1236,6.38,STAR G8III,,,,,,G
4894,HR5484,4    Lib,220.8067,-24.9975,5.73,STAR B9,-0.01,,,v,-0.08,A
