name,spectral_type
HR  7045, M2/3III"
HR  7046, K5III"
HR  7047, F6V"
HR  7048, A1V+A2V"
HR  7049, A0IIIpHgMn"
HR   705, A2V"
HR  7050, G5/6III"
HR  7051, A3V"
HR  7052, F0V"
HR  7053, A6Vn"
HR  7054, A7Vn"
HR  7055, F0IV"
HR  7056, kA5hF0VmF3"
HR  7057, F1Vnn"
HR  7058, A1VpSiHgMn"
HR  7059, A0V"
HR   706, G1V"
HR  7060, A2IV"
HR  7061, F5.5IV-V"
HR  7062, A3V"
HR  7063, G4IIa"
HR  7064, K2III"
HR  7065, G8III"
HR  7066, K4/5pec"
HR  7067, K5"
HR  7068, B9IV"
HR  7069, AVa+"
HR   707, ~"
HR  7070, K2IVCNIII"
HR  7071, G5III"
HR  7072, A1V+K1III"
HR  7073, B7III"
HR  7074, B2Ve"
HR  7075, G7IV"
HR  7076, K4III"
HR  7077, A1mA5-F2"
HR  7078, K2III"
HR  7079, F7V"
HR   708, A0V"
HR  7080, A2IV"
HR  7081, B3IVp"
HR  7082, K2"
HR  7083, K2III"
HR  7084, B3+F5III"
HR  7085, A1IV"
HR  7086, A1V"
HR  7087, G8/K0III"
HR  7088, F2IV"
HR  7089, C-N5"
HR   709, F4V"
HR  7090, A1V"
HR  7091, A1V"
HR  7092, M0III"
HR  7093, B3/5III"
HR  7094, F2II-III"
HR  7095, A2V"
HR  7096, A7III"
HR  7097, A1IV/V"
HR  7098, A0Vs"
HR  7099, K5III"
HR    71, A0IV"
HR   710, A3VpSrCrEu"
HR  7100, B3IV"
HR  7101, F0IV"
HR  7102, A3V"
HR  7103, G8/K0III"
HR  7104, K1III"
HR  7105, B8V"
HR  7106, B8.5Ib-II"
HR  7107, G5Iab/b"
HR  7108, A2V"
HR  7109, B8Vnn"
HR   711, K5III"
HR  7110, A4V"
HR  7111, K3III"
HR  7112, K1II-III"
HR  7113, B9pHg"
HR  7114, G8/K0II"
HR  7115, B6IV"
HR  7116, K1II"
HR  7117, K0II-III"
HR  7118, B9IIIpSi"
HR  7119, B3II"
HR   712, K1III:"
HR  7120, K3-II-III:CN1Ba1"
HR  7121, B2V"
HR  7122, K0III"
HR  7123, G9IVa"
HR  7124, A1Vn"
HR  7125, G9IIIFe-0.5"
HR  7126, F5V"
HR  7127, K2IIICNIV"
HR  7128, B5/7III"
HR  7129, B3V"
HR   713, K2III"
HR  7130, K0III"
HR  7131, B2V"
HR  7132, K4III"
HR  7133, G8III+:+A0.5"
HR  7134, B9.5IV/V"
HR  7135, G9III"
HR  7136, A5IV/V"
HR  7137, G7IIIaFe-1"
HR  7138, F5"
HR  7139, M4II"
HR   714, F2II/III"
HR  7140, G5III+A8"
HR  7141, A5V"
HR  7142, A5Vn"
HR  7143, B9IIIpHgMnEu"
HR  7144, G8III"
HR  7145, B9/A0Ib"
HR  7146, G8III"
HR  7147, B8pSi"
HR  7148, K1III"
HR  7149, K1-III"
HR   715, K1III"
HR  7150, G8/K0II/III"
HR  7151, K3III"
HR  7152, F4VFe-0.8+"
HR  7153, K5III:"
HR  7154, F3III"
HR  7155, B8III"
HR  7156, B9.5V"
HR  7157, M4.5III"
HR  7158, B8/9II"
HR  7159, A1V"
HR   716, B9.5Vn_sh"
HR  7160, A8V"
HR  7161, G0IV"
HR  7162, F9V+K1V"
HR  7163, F5IV"
HR  7164, G3II"
HR  7165, F6Ib"
HR  7166, B3/5V"
HR  7167, A7VpSrEu_Ksn"
HR  7168, K0III"
HR  7169, B9V"
HR   717, F0III"
HR  7170, B9V"
HR  7171, B7III-IV"
HR  7172, F8V"
HR  7173, B2Vp"
HR  7174, B7IV"
HR  7175, K1III"
HR  7176, K1-IIICN0.5"
HR  7177, A0V"
HR  7178, B9III"
HR  7179, B3V"
HR   718, B9III"
HR  7180, K0IIICN0.5"
HR  7181, K2III"
HR  7182, K3III"
HR  7183, M3III"
HR  7184, A2V"
HR  7185, B5V"
HR  7186, K0III"
HR  7187, G8III"
HR  7188, B9.5Vann"
HR  7189, ~"
HR   719, G8III"
HR  7190, K0/1III"
HR  7191, G6III"
HR  7192, K2.5III:Ba0.5"
HR  7193, K1III"
HR  7194, A2.5Va"
HR  7195, K2III"
HR  7196, G8III"
HR  7197, F2III/IV"
HR  7198, K1III"
HR  7199, B9.5IV"
HR    72, G3VFe0.5"
HR   720, G0V"
HR  7200, B2IV-V"
HR  7201, M4-IIIa"
HR  7202, B5V"
HR  7203, K0II/III"
HR  7204, K0III:"
HR  7205, F5V"
HR  7206, K2"
HR  7207, A4V"
HR  7208, K3III"
HR  7209, B9IV"
HR   721, B7IV"
HR  7210, B2.5IV"
HR  7211, A0V"
HR  7212, B5IV"
HR  7213, F6V"
HR  7214, A4IV/V"
HR  7215, A6IV"
HR  7216, K1III"
HR  7217, G9IIIb"
HR  7218, G6IIbFe-0.5"
HR  7219, A5IV"
HR   722, M5III"
HR  7220, C-N5"
HR  7221, K0IV"
HR  7222, F1Vn"
HR  7223, A0V"
HR  7224, B9III"
HR  7225, K0/1III"
HR  7226, F8V"
HR  7227, F8/G1"
HR  7228, F0IV"
HR  7229, G8III"
HR   723, kA7IVmF2III/IVSr"
HR  7230, B8III(pSi)"
HR  7231, F2II"
HR  7232, G6V"
HR  7233, K1III"
HR  7234, K1.5IIIb"
HR  7235, A0IV-Vnn"
HR  7236, B8.5V"
HR  7237, M0III"
HR  7238, M2III"
HR  7239, B7IV"
HR   724, A2.5V"
HR  7240, K3III"
HR  7241, B8V"
HR  7242, K1III"
HR  7243, M6.5-9e"
HR  7244, M0III"
HR  7245, B9III"
HR  7246, A0IIIe"
HR  7247, F2V"
HR  7248, B8III"
HR  7249, B2Ve"
HR   725, K2III"
HR  7250, A4III"
HR  7251, A0Vn"
HR  7252, K3III"
HR  7253, F0III"
HR  7254, A2Va"
HR  7255, K0III"
HR  7256, B9.5V+B9.5V"
HR  7257, B5V+B6V"
HR  7258, B3V"
HR  7259, K0II/IIICNIb"
HR   726, K1III"
HR  7260, G4.5V"
HR  7261, F0V"
HR  7262, B6IV"
HR  7263, F3V"
HR  7264, F2II-III"
HR  7265, K1III"
HR  7266, F0III-IV"
HR  7267, F6V"
HR  7268, B7II/III"
HR  7269, B7IV"
HR   727, K2IIICNII"
HR  7270, B8V"
HR  7271, G8III"
HR  7272, G1V+K1V"
HR  7273, F8/G0Ib/II"
HR  7274, A6IV/V"
HR  7275, K1IV"
HR  7276, K0III"
HR  7277, K2III"
HR  7278, A3/5IV/V"
HR  7279, B2/3II"
HR   728, F6IV"
HR  7280, F5V"
HR  7281, G8III"
HR  7282, K3III"
HR  7283, B8IIIpSiSr"
HR  7284, A3V"
HR  7285, B9IV"
HR  7286, A2Vn"
HR  7287, B7III"
HR  7288, A3V"
HR  7289, K3III"
HR   729, A9V"
HR  7290, A0V"
HR  7291, F8V"
HR  7292, K0/1III+A/F"
HR  7293, G3V"
HR  7294, G2V"
HR  7295, G8III"
HR  7296, Cpec"
HR  7297, F7V"
HR  7298, B2.5IV"
HR  7299, G8III"
HR    73, K2III"
HR   730, A5/7III"
HR  7300, G8II-III"
HR  7301, A4V"
HR  7302, M0III"
HR  7303, A1V"
HR  7304, G8II-III"
HR  7305, B8V"
HR  7306, B4IV"
HR  7307, B9.5V"
HR  7308, F8Ib-II"
HR  7309, K2III"
HR   731, G8III-IVFe-2"
HR  7310, G9III"
HR  7311, G8III"
HR  7312, A7V"
HR  7313, A0V"
HR  7314, K0II"
HR  7315, F0IV"
HR  7316, B6IIIe"
HR  7317, K4III"
HR  7318, B3IV+"
HR  7319, K1II/III"
HR   732, A3V"
HR  7320, K2III"
HR  7321, K0-IIIa:CH1Ba0.5"
HR  7322, F6IV:"
HR  7323, K5/M0III"
HR  7324, A3V"
HR  7325, K1III"
HR  7326, B7III+K1III"
HR  7327, A8III"
HR  7328, G9III"
HR  7329, A0V"
HR   733, A9V:n"
HR  7330, G2V"
HR  7331, F0III"
HR  7332, A2V"
HR  7333, G8/K0IV"
HR  7334, K1III"
HR  7335, B2IVe"
HR  7336, B9III"
HR  7337, B9V"
HR  7338, A0III"
HR  7339, B5III"
HR   734, A0V"
HR  7340, A9IV"
HR  7341, K1III"
HR  7342, B2Vp_sh"
HR  7343, F2/3V"
HR  7344, K0III"
HR  7345, G5V"
HR  7346, B9V"
HR  7347, B3II/III"
HR  7348, B8V"
HR  7349, K1III"
HR   735, M0III"
HR  7350, M1/2III"
HR  7351, A1V"
HR  7352, K2+IIIbCN1"
HR  7353, K3III"
HR  7354, F6V"
HR  7355, B2Vnn"
HR  7356, M1III"
HR  7357, F1V"
HR  7358, B6III"
HR  7359, K0III"
HR   736, K5III"
HR  7360, K3III"
HR  7361, A0Ib"
HR  7362, A3/5IV/V"
HR  7363, K3III"
HR  7364, B9.5V"
HR  7365, K2"
HR  7366, F0V"
HR  7367, K2III"
HR  7368, K0V"
HR  7369, A2III-IV"
HR   737, K2III"
HR  7370, K4III"
HR  7371, A0III"
HR  7372, B3IV"
HR  7373, G7IVHdel1"
HR  7374, B5V"
HR  7375, K1/2III"
HR  7376, K1III"
HR  7377, F1IV-V(n)"
HR  7378, B7IV"
HR  7379, A0V"
HR   738, K0III"
HR  7380, B8.5V"
HR  7381, B9III"
HR  7382, G7IIIa"
HR  7383, K4/5III"
HR  7384, A0V"
HR  7385, K0III"
HR  7386, F8"
HR  7387, F2Ib"
HR  7388, K0/1III"
HR  7389, F6III"
HR   739, K1III"
HR  7390, A0V"
HR  7391, M0III"
HR  7392, A7VkA2mA5"
HR  7393, F5V"
HR  7394, M1III"
HR  7395, B8pSi(FeII)"
HR  7396, B4III"
HR  7397, B7III"
HR  7398, K1/2III"
HR  7399, F3V"
HR    74, K1+IIICN0.5"
HR   740, F5V"
HR  7400, A0IVp"
HR  7401, B7IV"
HR  7402, F5I/II+B9.8V"
HR  7403, B3Ve"
HR  7404, K2III"
HR  7405, M0.5IIIb"
HR  7406, K0III"
HR  7407, K0III"
HR  7408, A1V"
HR  7409, B5Vn"
HR   741, F8V"
HR  7410, A2V"
HR  7411, Fm_dD"
HR  7412, K5III"
HR  7413, K5III"
HR  7414, K5III"
HR  7415, B7III"
HR  7416, ApCrEuSr"
HR  7417, K3II+B9.5V"
HR  7418, B8Ve"
HR  7419, B9.5III"
HR   742, K0III"
HR  7420, A5V"
HR  7421, K0III-IV"
HR  7422, A2V"
HR  7423, A3V"
HR  7424, K0III"
HR  7425, A3V"
HR  7426, B3IV"
HR  7427, K1III"
HR  7428, K2II-III+A0V"
HR  7429, K3-IIIbFe0.5"
HR   743, G8III"
HR  7430, G8.5IIIa"
HR  7431, A1mA2-F0"
HR  7432, K0III"
HR  7433, K0III"
HR  7434, K0III"
HR  7435, A1V"
HR  7436, A3Vn"
HR  7437, B8IIIn"
HR  7438, F5V"
HR  7439, F0V"
HR   744, K0/1III"
HR  7440, B8/9V"
HR  7441, G8III+A2III:"
HR  7442, M4.5III"
HR  7443, K0III"
HR  7444, A2V"
HR  7445, A3V"
HR  7446, B0.5IIIn"
HR  7447, B5III"
HR  7448, K4III"
HR  7449, K0II-III"
HR   745, K1III"
HR  7450, K2"
HR  7451, F7V"
HR  7452, B9IVpSi"
HR  7453, A9V"
HR  7454, F7V"
HR  7455, M0III"
HR  7456, G0Ib-II"
HR  7457, B8Vne"
HR  7458, F8Iab"
HR  7459, K0III"
HR   746, B9.5IIIpHg?"
HR  7460, F3IV/V"
HR  7461, F2IV"
HR  7462, K0V"
HR  7463, G8IIIv"
HR  7464, A1mA6-F0"
HR  7465, G9III"
HR  7466, B5V"
HR  7467, B5II-III"
HR  7468, G8.5IIIbFe-0.5"
HR  7469, F3+V"
HR   747, K5III"
HR  7470, A0V"
HR  7471, B5Ib/II"
HR  7472, K0III"
HR  7473, K0III"
HR  7474, B3V"
HR  7475, K4Ib"
HR  7476, K1III"
HR  7477, G6V"
HR  7478, G8III"
HR  7479, G1II"
HR   748, K4III"
HR  7480, A2V"
HR  7481, A3IV"
HR  7482, B3I+"
HR  7483, B9III"
HR  7484, F6Va"
HR  7485, B5III"
HR  7486, B5V"
HR  7487, G9II-III"
HR  7488, G8IIIaCN0.5"
HR  7489, F3IV/V"
HR   749, B9Va"
HR  7490, ~"
HR  7491, B8IV/V"
HR  7492, M3III"
HR  7493, B9III"
HR  7494, K3/4III"
HR  7495, F5II-III"
HR  7496, F6IV-V"
HR  7497, G2Ib+B5.5"
HR  7498, A4IV"
HR  7499, A6V"
HR    75, K1III"
HR   750, M3III"
HR  7500, A5V"
HR  7501, F1III"
HR  7502, A5III"
HR  7503, G1.5Vb"
HR  7504, G3V"
HR  7505, A1V"
HR  7506, G8III"
HR  7507, B8III"
HR  7508, K3II++B6"
HR  7509, M5III"
HR   751, G6III:"
HR  7510, A7III/IV"
HR  7511, B9III-IV"
HR  7512, B8III"
HR  7513, K4III"
HR  7514, M0III"
HR  7515, K0+III"
HR  7516, B2III/IV"
HR  7517, G8III"
HR  7518, F2Iab:+B8.0V"
HR  7519, A3IV"
HR   752, K2III"
HR  7520, M1III"
HR  7521, K1III"
HR  7522, G0V"
HR  7523, M3.5III"
HR  7524, F0II/III"
HR  7525, K3II"
HR  7526, K2III"
HR  7527, B5V"
HR  7528, A0IV"
HR  7529, B9.5V"
HR   753, K3V"
HR  7530, K1IIICN1"
HR  7531, A0IV"
HR  7532, kA6m"
HR  7533, A7IV"
HR  7534, F5.5IV-V"
HR  7535, K2"
HR  7536, M2II+B0V"
HR  7537, M1III"
HR  7538, F3V"
HR   754, G8III"
HR  7540, K0II-III"
HR  7541, K2III"
HR  7542, F8Ib-II"
HR  7543, B8Vn"
HR  7544, G8III+A3V"
HR  7545, A2III"
HR  7546, A3V"
HR  7547, M1III"
HR  7548, G8/K0III"
HR  7549, A1/3V"
HR   755, F6V"
HR  7550, F4V+F6V"
HR  7551, B0.5II"
HR  7552, ApCr(Si)"
HR  7553, F5VFe-1CH-0.7"
HR  7554, B2IVe"
HR  7555, G6III"
HR  7556, B5V"
HR  7557, A7Vn"
HR  7558, A4V"
HR  7559, K3/4III"
HR   756, F5V"
HR  7560, F8V"
HR  7561, K0III"
HR  7562, A1m"
HR  7563, F0III"
HR  7564, S6-9/1-2e"
HR  7565, B2.5Ve"
HR  7566, M2III"
HR  7567, B1.1III+B2.5/3V:"
HR  7568, M3III"
HR  7569, G0V"
HR   757, K0"
HR  7570, F6Iab+B9.8V"
HR  7571, A2IV-V"
HR  7572, B7V"
HR  7573, A2Ia"
HR  7574, O7.5Iabf"
HR  7575, F0VpSrCrEu"
HR  7576, K3IIICN2"
HR  7577, F2V"
HR  7578, K3VaCN1"
HR  7579, A1mA5-F2"
HR   758, M3.5-8e"
HR  7580, B9V"
HR  7581, K0II/III"
HR  7582, G7IIIbFe-1"
HR  7583, K4III"
HR  7584, K5III"
HR  7585, K2/3III"
HR  7586, K3/5Ib/III"
HR  7587, B9.5IV"
HR  7588, A6VkA2mA3"
HR  7589, O9.5Iab"
HR   759, M0/1III"
HR  7590, A0Va"
HR  7591, B2III"
HR  7592, B9.5III"
HR  7593, B7Vn"
HR  7594, B8V"
HR  7595, G9.5IIIb"
HR  7596, B9IV"
HR  7597, G5IV"
HR  7598, A2V"
HR  7599, F2IV/V"
HR    76, A0Vs"
HR   760, B5V"
HR  7600, B0.5IIIn"
HR  7601, A0III"
HR  7602, G8IV"
HR  7603, K0III"
HR  7604, K2.5IIb"
HR  7605, F3V"
HR  7606, G1Ib-IICH2Fe-1"
HR  7607, B7V"
HR  7608, B5V"
HR  7609, F7Ib"
HR   761, F8V"
HR  7610, A1IV"
HR  7611, A3V"
HR  7612, K2IVCNII"
HR  7613, B5IV"
HR  7614, A2V"
HR  7615, K0III"
HR  7616, A2IV"
HR  7617, K1III"
HR  7618, G6III"
HR  7619, A4Vn"
HR   762, B9V"
HR  7620, B5IV"
HR  7621, K0III"
HR  7622, B9III"
HR  7623, B3IV"
HR  7624, A4/5IV"
HR  7625, M6III"
HR  7626, G9III"
HR  7627, M0II/III"
HR  7628, B5V"
HR  7629, G8/K0III"
HR   763, F7V"
HR  7630, F0/2IV"
HR  7631, F7V"
HR  7632, A1V"
HR  7633, K4.5IIIa"
HR  7634, A4Vn"
HR  7635, M0-III"
HR  7636, G8III"
HR  7637, F9V"
HR  7638, A3V"
HR  7639, A2/3V"
HR   764, F6V"
HR  7640, B9Vn"
HR  7641, F0"
HR  7642, B5IV"
HR  7643, K0III"
HR  7644, G2V"
HR  7645, M3/5III"
HR  7646, A5III"
HR  7647, B3IVe"
HR  7648, K5III"
HR  7649, A1IV"
HR   765, F5V"
HR  7650, M4.5III"
HR  7651, B5III"
HR  7652, K4III"
HR  7653, A4III"
HR  7654, A3V"
HR  7655, K0III"
HR  7656, B4V"
HR  7657, F2III"
HR  7658, F7V"
HR  7659, K1III/IV"
HR   766, K0III:"
HR  7660, G8III"
HR  7661, F3II"
HR  7662, K3II-III"
HR  7663, K5III"
HR  7664, B9pHgMn"
HR  7665, G8IV"
HR  7666, G8III"
HR  7667, K3III"
HR  7668, B4III"
HR  7669, K0III"
HR   767, G8/K0III"
HR  7670, G7IV-V"
HR  7671, F2II"
HR  7672, G0V"
HR  7673, K5III"
HR  7674, F9VCH-0.4"
HR  7675, A0V"
HR  7676, M1III"
HR  7677, A5Vn"
HR  7678, B1.5Ia+"
HR  7679, K2III"
HR   768, F6III"
HR  7680, M2.5III"
HR  7681, K0III"
HR  7682, G7III:"
HR  7683, G2V"
HR  7684, A2IV"
HR  7685, K2+IIICN1Ca1"
HR  7686, M3III"
HR  7687, M0III"
HR  7688, B3V"
HR  7689, G8.5IVa"
HR   769, B9.5V"
HR  7690, K1III/IV"
HR  7691, A1V"
HR  7692, F4V"
HR  7693, F3V"
HR  7694, B9IV"
HR  7695, A3V"
HR  7696, M3III"
HR  7697, F5V"
HR  7698, A2/3mA8-F0"
HR  7699, B6Ib"
HR    77, F9.5V"
HR   770, F5IV"
HR  7700, B3V"
HR  7701, K3III"
HR  7702, A3V"
HR  7703, K2.5V"
HR  7704, M3-IIIa"
HR  7705, F3V"
HR  7706, K1III"
HR  7707, F0IV"
HR  7708, B2.5Ve"
HR  7709, B1IVe"
HR   771, K0III"
HR  7710, B9.5III"
HR  7711, A3III"
HR  7712, K0III"
HR  7713, K0III"
HR  7714, K4III"
HR  7715, F7VFe-0.5"
HR  7716, B1Ib"
HR  7717, A0Vn+A2IV:pSrCrEu"
HR  7718, K2IIIaCa0.5"
HR  7719, B7Ve"
HR   772, G1V"
HR  7720, K4III"
HR  7721, B8III"
HR  7722, K2+V"
HR  7723, kA3hF0mF5(III)"
HR  7724, A1Va"
HR  7725, K4III"
HR  7726, K1III:"
HR  7727, F5V"
HR  7728, M4III"
HR  7729, F2V"
HR   773, A7V"
HR  7730, A5IIIn"
HR  7731, A7IVn"
HR  7732, K0III"
HR  7733, K4III"
HR  7734, A0V"
HR  7735, K3Ib+B2IV-V"
HR  7736, A2V"
HR  7737, B8III"
HR  7738, B9IV"
HR  7739, B3V"
HR   774, K1Ba5"
HR  7740, A3IV-Vn"
HR  7741, G3Ib-II"
HR  7742, K5III"
HR  7743, G8III"
HR  7744, K3-IIIFe-1"
HR  7745, M1III"
HR  7746, K1III"
HR  7747, G3Ib"
HR  7748, G8III"
HR  7749, F5V"
HR   775, K0III"
HR  7750, B9III"
HR  7751, K7Ib-II+B1V"
HR  7752, A1V"
HR  7753, G8III"
HR  7754, G9III"
HR  7755, A2Vn"
HR  7756, F5V:"
HR  7757, B6III"
HR  7758, M0/1III"
HR  7759, K3IIIaFe-1"
HR   776, G8III"
HR  7760, G9III"
HR  7761, K2III"
HR  7762, K4+II-III"
HR  7763, B1-2Ia-0ep"
HR  7764, A2IV-V"
HR  7765, K3III"
HR  7766, F9V"
HR  7767, O9IV(n)+B1.5V"
HR  7768, K0III"
HR  7769, A2V"
HR   777, F6VFe-0.7CH-0.4"
HR  7770, F6Ib"
HR  7771, M1III"
HR  7772, K5III"
HR  7773, B9IV"
HR  7774, A5m"
HR  7775, B9/A0III/IV"
HR  7776, G9II:+B8p:Si:"
HR  7777, B2V"
HR  7778, G8III"
HR  7779, A0V"
HR   778, A6V"
HR  7780, K5III"
HR  7781, A2IV"
HR  7782, A0III"
HR  7783, G3V"
HR  7784, A1V"
HR  7785, G6/8II"
HR  7786, B8IIInpSi"
HR  7787, A5V"
HR  7788, G5IIIa"
HR  7789, B6IVe"
HR   779, B2IV"
HR  7790, B2IV"
HR  7791, K5"
HR  7792, B9V"
HR  7793, F7V"
HR  7794, G8III-IV"
HR  7795, G9Ib-II"
HR  7796, F8Ib"
HR  7797, K2"
HR  7798, K0IIIv"
HR  7799, K3III"
HR    78, B7V"
HR   780, F6V"
HR  7800, K7III"
HR  7801, G8II/III"
HR  7802, G8III"
HR  7803, A0IIIe"
HR  7804, M4.5-M5III"
HR  7805, K5III"
HR  7806, K2.5IIIFe-0.5"
HR  7807, B2IIIe"
HR  7808, K2IV+K1V"
HR  7809, M0III"
HR   781, F5V"
HR  7810, K5III"
HR  7811, G6III"
HR  7812, K5III"
HR  7813, K0III"
HR  7814, B3/5V"
HR  7815, B9V"
HR  7816, K0"
HR  7817, B8II/III"
HR  7818, A2IVs"
HR  7819, G8III"
HR   782, A2/3V"
HR  7820, G9III"
HR  7821, B9V:"
HR  7822, F2V"
HR  7823, F1II"
HR  7824, G8III/IV"
HR  7825, K5III"
HR  7826, A3V"
HR  7827, B9V"
HR  7828, F0V:"
HR  7829, A7/8V"
HR   783, F3V:"
HR  7830, A1V"
HR  7831, K1/2III"
HR  7832, A5V"
HR  7833, kA3hA7mA7"
HR  7834, F5Ib-II"
HR  7835, A2Iab-Ib"
HR  7836, A1:III"
HR  7837, K1/2III+F"
HR  7838, K2III"
HR  7839, kA1hA9mF2"
HR   784, F8VFe-0.4"
HR  7840, B8V"
HR  7841, K2III"
HR  7842, A0V"
HR  7843, B8.5V"
HR  7844, B2.5IV"
HR  7845, G2.5IV"
HR  7846, K0III"
HR  7847, F5Ib"
HR  7848, F0V"
HR  7849, kA2hF1mF0"
HR   785, B8IV"
HR  7850, A7III"
HR  7851, M2III"
HR  7852, B6IV"
HR  7853, A5mA7-A9"
HR  7854, K0III"
HR  7855, F9VFe-0.6CH-0.3"
HR  7856, B8V"
HR  7857, A2Vnn"
HR  7858, A3IVs"
HR  7859, Fm_dD"
HR   786, K0III"
HR  7860, K5III"
HR  7861, B4III"
HR  7862, B3IV"
HR  7863, F6II/III"
HR  7864, G0V"
HR  7865, A5II/III"
HR  7866, K6:Ib+B2.5:"
HR  7867, K0III-IV"
HR  7868, K4III:"
HR  7869, K0III-IV"
HR   787, G8III"
HR  7870, B8pSi"
HR  7871, A3Va"
HR  7872, K1III"
HR  7873, K4+IIIBa1"
HR  7874, A5III"
HR  7875, G0VFe-0.8CH-0.5"
HR  7876, A9II"
HR  7877, A9V"
HR  7878, B8IIIpec"
HR  7879, A9:VpCrSrEu"
HR   788, F9V"
HR  7880, B8V"
HR  7881, B9III"
HR  7882, F5IV"
HR  7883, A1IV"
HR  7884, G7.5IIIa"
HR  7885, B8IIIn"
HR  7886, M6III"
HR  7887, F0V"
HR  7888, K0III"
HR  7889, B7III"
HR   789, A1Vb"
HR  7890, B7Ve"
HR  7891, A0Va(_sh)"
HR  7892, K3Ib"
HR  7893, K1III"
HR  7894, B5IV"
HR  7895, K1II+B7"
HR  7896, G2IV"
HR  7897, K0III"
HR  7898, G7.5IV-V"
HR  7899, B3V"
HR    79, K5III"
HR   790, F7V"
HR  7900, M1III"
HR  7901, G9III"
HR  7902, G0/1V"
HR  7903, A0III"
HR  7904, K2III"
HR  7905, K0III"
HR  7906, B9IV"
HR  7907, F8V"
HR  7908, K0II"
HR  7909, M1III"
HR   791, A5III"
HR  7910, K2III"
HR  7911, B8III"
HR  7912, B5IV"
HR  7913, A7III"
HR  7914, G5V"
HR  7915, K1III"
HR  7916, F2Vn"
HR  7917, A2V"
HR  7918, K4III:"
HR  7919, K2III"
HR   792, G5II"
HR  7920, A9IV"
HR  7921, G8IIb"
HR  7922, B6III"
HR  7923, G8III"
HR  7924, A2Ia"
HR  7925, F6IV"
HR  7926, B8II-III"
HR  7927, B2IV-Ve"
HR  7928, kA7hF1VmF1pSrEuCr:"
HR  7929, B2V"
HR   793, A0V"
HR  7930, A4m"
HR  7931, G8III"
HR  7932, F7Ib"
HR  7933, B8/9V"
HR  7934, K0III"
HR  7935, F3/5V"
HR  7936, F5V"
HR  7937, A1V"
HR  7938, A2IV"
HR  7939, K1III"
HR   794, K0IIIb"
HR  7940, B2III"
HR  7941, M4-6II-III"
HR  7942, K0IIIa"
HR  7943, F2V"
HR  7944, M3III"
HR  7945, A8V"
HR  7946, K4III"
HR  7947, F8V"
HR  7948, K1IV"
HR  7949, K0III"
HR   795, K0III"
HR  7950, B9.5V"
HR  7951, M3III"
HR  7952, K5III"
HR  7953, A0V"
HR  7954, B9V"
HR  7955, F8IV-V+F9IV-V"
HR  7956, K3III"
HR  7957, K0IV"
HR  7958, A3V"
HR  7959, A3IV(n)"
HR   796, F5V"
HR  7960, A3III"
HR  7961, B8II"
HR  7962, K0"
HR  7963, B5V"
HR  7964, K3III"
HR  7965, G8III"
HR  7966, K3III"
HR  7967, G8III"
HR  7968, K1II/III"
HR  7969, K5III"
HR   797, A2V"
HR  7970, K5III"
HR  7971, K3III"
HR  7972, K0V:"
HR  7973, F5V"
HR  7974, A1Vs"
HR  7975, K0"
HR  7976, K1III"
HR  7977, B4Ia"
HR  7978, B8Vn+A3V:"
HR  7979, A1IV"
HR   798, B9V"
HR  7980, M0IIIBa0.5"
HR  7981, A1Vs"
HR  7982, F7IV+F6:V:"
HR  7983, B4Ve"
HR  7984, A6V"
HR  7985, B9III"
HR  7986, K1II"
HR  7987, K2III"
HR  7988, F5Ib+A0.8V"
HR  7989, K0III"
HR   799, F8V"
HR  7990, A3II"
HR  7991, K1III"
HR  7992, B5IV"
HR  7993, B0.5V"
HR  7994, G5V"
HR  7995, G7IIIFe-1"
HR  7996, B3III"
HR  7997, M1III"
HR  7998, F2III/IV"
HR  7999, K2"
HR     8, G8"
HR    80, K2.5III"
HR   800, G0Ib-IIaCa1"
HR  8000, K0III"
HR  8001, B5V"
HR  8002, A0V"
HR  8003, K0II"
HR  8004, A1V"
HR  8005, K5III"
HR  8006, A9/F0V"
HR  8007, B2IIIv"
HR  8008, K4III"
HR  8009, B9Vn"
HR   801, B3V"
HR  8010, K0III+F/G"
HR  8011, K0III"
HR  8012, A5V"
HR  8013, F6V"
HR  8014, B8IV"
HR  8015, K4III"
HR  8016, K1III"
HR  8017, K1/2III"
HR  8018, A2/3III"
HR  8019, A2V"
HR   802, F6V"
HR  8020, B9Iae"
HR  8021, F6(m)pec"
HR  8022, B7III"
HR  8023, O6.5V((f))z"
HR  8024, A9V"
HR  8025, F0III"
HR  8026, G8II-III"
HR  8027, F5.5V"
HR  8028, A0IIIn"
HR  8029, B2.5IV"
HR   803, A3V"
HR  8030, G6III"
HR  8031, F2V"
HR  8032, K3.5III"
HR  8033, ApSi"
HR  8034, F5(V)+F6(V)"
HR  8035, K0III:Fe-0.5"
HR  8036, B9III:"
HR  8037, F4III"
HR  8038, F1Vp"
HR  8039, G8III"
HR   804, A2Vn+F4V"
HR  8040, B7IVn+B7IV"
HR  8041, G1V"
HR  8042, F8/G0V"
HR  8043, G5III"
HR  8044, M3III"
HR  8045, A3V"
HR  8046, K2III"
HR  8047, B1.5Vnne"
HR  8048, F5V"
HR  8049, K4III"
HR   805, G8III"
HR  8050, K0III"
HR  8051, G5III"
HR  8052, K1III"
HR  8053, B1Ve"
HR  8054, B8III"
HR  8055, K2III"
HR  8056, F5/6V"
HR  8057, M1III"
HR  8058, A3V"
